Mailing City,Mailing State/Province,Mailing Zip/Postal Code,Mailing Country,Start Term and Year,Name,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Non_English_Speakers,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
Tucson,AZ,85737,United States,Fall 2019,ZCTA5 85737,22767,101165,53.4,1993,16924,1801,18232,356,16669,19065,257,22724,14,22700,1941,394400,1654,7582,2232,,191365.0,19302,1942,85737
Tucson,AZ,85737,United States,Fall 2019,ZCTA5 85737,22767,101165,53.4,1993,16924,1801,18232,356,16669,19065,257,22724,14,22700,1941,394400,1654,7582,2232,,191365.0,19302,1942,85737
Tucson,AZ,85737,United States,Fall 2022,ZCTA5 85737,22767,101165,53.4,1993,16924,1801,18232,356,16669,19065,257,22724,14,22700,1941,394400,1654,7582,2232,,191365.0,19302,1942,85737
Tulare,CA,93274,United States,Fall 2019,ZCTA5 93274,78831,66487,29.0,11808,43900,3842,43985,2241,22390,55748,2758,78462,90,78250,13358,286500,1239,13020,9503,,648340.0,57160,11563,93274
Tulare,CA,93274,United States,Fall 2019,ZCTA5 93274,78831,66487,29.0,11808,43900,3842,43985,2241,22390,55748,2758,78462,90,78250,13358,286500,1239,13020,9503,,648340.0,57160,11563,93274
Tulare,CA,93274,United States,Fall 2021,ZCTA5 93274,78831,66487,29.0,11808,43900,3842,43985,2241,22390,55748,2758,78462,90,78250,13358,286500,1239,13020,9503,,648340.0,57160,11563,93274
Tulsa,OK,74137,United States,Fall 2021,ZCTA5 74137,28577,99497,42.1,1993,19721,1737,22328,1199,21597,22787,589,28449,105,28414,2028,365000,1081,7916,3764,,251720.0,23153,3173,74137
Turlock,CA,95380,United States,Fall 2020,ZCTA5 95380,44204,63548,32.3,6702,27683,1811,24709,586,16273,33821,2096,43978,28,43896,7546,366900,1261,7230,7614,,446835.0,34451,7190,95380
Turlock,CA,95380,United States,Fall 2021,ZCTA5 95380,44204,63548,32.3,6702,27683,1811,24709,586,16273,33821,2096,43978,28,43896,7546,366900,1261,7230,7614,,446835.0,34451,7190,95380
Turlock,CA,95380,United States,Fall 2022,ZCTA5 95380,44204,63548,32.3,6702,27683,1811,24709,586,16273,33821,2096,43978,28,43896,7546,366900,1261,7230,7614,,446835.0,34451,7190,95380
Turlock,CA,95380,United States,Fall 2023,ZCTA5 95380,44204,63548,32.3,6702,27683,1811,24709,586,16273,33821,2096,43978,28,43896,7546,366900,1261,7230,7614,,446835.0,34451,7190,95380
Turlock,CA,95382,United States,Fall 2021,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Turlock,CA,95382,United States,Fall 2022,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Turlock,CA,95382,United States,Fall 2022,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Turlock,CA,95382,United States,Fall 2022,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Turlock,CA,95382,United States,Fall 2022,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Turlock,CA,95382,United States,Fall 2023,ZCTA5 95382,38727,89600,36.3,4251,24536,2702,24016,1135,19180,30171,1002,38321,0,37823,3559,443900,1585,8292,5035,,447300.0,30877,5246,95382
Tustin,CA,92780,United States,Fall 2023,ZCTA5 92780,54945,89375,35.1,6670,36049,2278,25348,1377,15698,43176,1976,54796,40,54547,5726,798100,2070,7900,9442,,576655.0,43672,9107,92780
Tustin,CA,92782,United States,Fall 2020,ZCTA5 92782,29838,139505,39.6,1114,20546,1904,11379,539,9586,23778,710,29818,0,29790,1982,1011300,2656,6696,4345,,315200.0,24061,3452,92782
Twentynine palms,CA,92257,United States,Fall 2023,ZCTA5 92257,1186,11181,37.7,179,752,24,632,255,376,831,14,1174,0,1186,611,56400,756,271,316,,6605.0,865,187,92257
Twin Falls,ID,83301,United States,Fall 2019,ZCTA5 83301,61291,59443,35.1,8871,39625,4208,51228,436,46817,47320,923,60476,47,60025,7393,255100,950,15169,7889,,450795.0,48155,7289,83301
Twin Falls,ID,83301,United States,Fall 2020,ZCTA5 83301,61291,59443,35.1,8871,39625,4208,51228,436,46817,47320,923,60476,47,60025,7393,255100,950,15169,7889,,450795.0,48155,7289,83301
Tyler,TX,75703,United States,Fall 2019,ZCTA5 75703,43682,77858,37.7,3912,29368,3287,31699,6975,29363,35021,1094,43238,70,42998,3824,287600,1176,9492,7650,,442315.0,35685,5839,75703
Ukiah,CA,95482,United States,Fall 2020,ZCTA5 95482,34183,65657,39.1,5347,22835,2069,23866,242,19035,26497,1204,33757,230,33398,5480,450100,1252,6629,5024,,262055.0,26943,5374,95482
Ukiah,CA,95482,United States,Fall 2021,ZCTA5 95482,34183,65657,39.1,5347,22835,2069,23866,242,19035,26497,1204,33757,230,33398,5480,450100,1252,6629,5024,,262055.0,26943,5374,95482
Union City,CA,94587,United States,Fall 2019,ZCTA5 94587,69502,138013,41.3,9499,51798,3312,12248,3326,9956,58367,1732,69313,24,69180,4573,1006600,2593,13758,7102,,860640.0,59181,10278,94587
Union City,CA,94587,United States,Fall 2019,ZCTA5 94587,69502,138013,41.3,9499,51798,3312,12248,3326,9956,58367,1732,69313,24,69180,4573,1006600,2593,13758,7102,,860640.0,59181,10278,94587
Union City,CA,94587,United States,Fall 2022,ZCTA5 94587,69502,138013,41.3,9499,51798,3312,12248,3326,9956,58367,1732,69313,24,69180,4573,1006600,2593,13758,7102,,860640.0,59181,10278,94587
University Place,WA,98466,United States,Fall 2021,ZCTA5 98466,30405,89047,38.3,3642,20652,2018,20752,2188,19741,24360,853,30176,9,30167,2225,491600,1602,6671,5520,,350850.0,24908,3937,98466
University Place,WA,98466,United States,Fall 2023,ZCTA5 98466,30405,89047,38.3,3642,20652,2018,20752,2188,19741,24360,853,30176,9,30167,2225,491600,1602,6671,5520,,350850.0,24908,3937,98466
Unknown,CA,92562,United States,Fall 2019,ZCTA5 92562,64155,108595,36.6,8868,41269,4257,41536,2860,32138,48889,1970,63602,69,63817,4381,586500,2148,14126,6494,,892270.0,50099,7902,92562
Upland,CA,91786,United States,Fall 2019,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Summer 2019,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2019,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2019,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2019,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2020,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2020,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2020,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2021,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2021,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2021,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2022,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2022,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2022,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2022,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2022,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91786,United States,Fall 2023,ZCTA5 91786,56025,81973,34.1,8817,37652,3463,24127,4485,16196,44755,1441,55583,34,55340,6838,573100,1798,8454,11041,,758510.0,45553,9151,91786
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2019,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2020,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2021,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2021,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2022,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2022,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2022,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2022,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2022,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2023,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Upland,CA,91784,United States,Fall 2023,ZCTA5 91784,26116,145496,46.8,2485,18959,2165,16009,1276,13087,21883,682,26075,11,26059,1621,801400,2663,7562,1291,,333660.0,22107,3250,91784
Vacaville,CA,94535,United States,Summer 2019,ZCTA5 94535,3873,79418,22.5,133,1714,329,2448,330,2018,2466,74,2624,0,3496,130,-666666666,2783,14,1001,,19490.0,2481,381,94535
Vacaville,CA,95687,United States,Fall 2019,ZCTA5 95687,68996,104135,37.2,10052,49385,5715,39198,7517,31226,56364,1943,61927,79,62886,4267,540800,2158,14746,7818,,793390.0,57227,12263,95687
Vacaville,CA,95687,United States,Fall 2020,ZCTA5 95687,68996,104135,37.2,10052,49385,5715,39198,7517,31226,56364,1943,61927,79,62886,4267,540800,2158,14746,7818,,793390.0,57227,12263,95687
Vacaville,CA,95688,United States,Fall 2019,ZCTA5 95688,40147,116699,39.0,4657,26558,2906,28204,1500,21897,31265,844,39732,52,39960,2818,638100,2022,9906,4129,,496180.0,31961,5283,95688
Vacaville,CA,95688,United States,Fall 2020,ZCTA5 95688,40147,116699,39.0,4657,26558,2906,28204,1500,21897,31265,844,39732,52,39960,2818,638100,2022,9906,4129,,496180.0,31961,5283,95688
Valencia,CA,91335,United States,Fall 2019,ZCTA5 91335,77158,74632,37.9,10389,53162,3654,30301,3190,21210,62718,2799,76256,158,76012,9181,642700,1763,11934,12458,,1102815.0,63510,13539,91335
Valencia,CA,91355,United States,Fall 2022,ZCTA5 91355,30289,109752,42.3,2625,21773,2220,20332,747,17879,25094,1285,30216,0,29641,2691,686800,2469,7676,4222,,385120.0,25412,4531,91355
Valencia,CA,91355,United States,Fall 2023,ZCTA5 91355,30289,109752,42.3,2625,21773,2220,20332,747,17879,25094,1285,30216,0,29641,2691,686800,2469,7676,4222,,385120.0,25412,4531,91355
Valencia,CA,91354,United States,Fall 2019,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91354,United States,Fall 2019,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91354,United States,Fall 2020,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91354,United States,Fall 2021,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91354,United States,Fall 2022,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91354,United States,Fall 2022,ZCTA5 91354,33039,145442,39.4,2472,21915,2555,19320,1703,16610,25527,1076,33029,0,32763,1634,736800,2789,8567,2241,,446925.0,25964,3966,91354
Valencia,CA,91381,United States,Spring 2023,ZCTA5 91381,20864,148873,40.5,1359,13693,1499,10542,1161,8947,16056,944,20864,0,20864,1023,964900,2457,4266,2551,,255030.0,16667,2500,91381
Valinda,CA,91744,United States,Fall 2019,ZCTA5 91744,79380,86290,36.1,14671,53007,2856,22037,949,3157,63839,2781,79289,51,78840,8103,556300,1807,12685,5760,,1082545.0,65067,15512,91744
Vallejo,CA,94591,United States,Fall 2023,ZCTA5 94591,59026,104567,41.1,7892,42312,4387,16498,9199,14067,48749,2487,58632,61,58703,5307,574000,2096,13425,6317,,912935.0,49404,9526,94591
Valley Center,CA,92082,United States,Fall 2020,ZCTA5 92082,20678,111716,42.0,2645,14236,1250,13441,406,10505,16362,333,20600,65,20324,2130,719600,1281,5515,821,,277025.0,16655,2834,92082
Valley Center,CA,92082,United States,Fall 2021,ZCTA5 92082,20678,111716,42.0,2645,14236,1250,13441,406,10505,16362,333,20600,65,20324,2130,719600,1281,5515,821,,277025.0,16655,2834,92082
Valley Village,CA,91601,United States,Fall 2023,ZCTA5 91601,35615,73735,34.1,3468,28036,2294,20086,3479,15904,31501,2296,35549,18,35530,6086,876100,1967,2999,14626,,495385.0,31849,8721,91601
Vancouver,WA,98665,United States,Fall 2022,ZCTA5 98665,27947,77604,39.0,3957,19753,2621,21767,799,20444,23108,1016,27921,0,27808,2450,412700,1559,6973,4524,,292170.0,23546,4681,98665
Vancouver,WA,98683,United States,Fall 2022,ZCTA5 98683,31504,80946,42.7,4129,23309,2253,23461,592,21297,26106,938,31257,9,31110,3508,463400,1677,7519,5848,,286290.0,26461,4242,98683
Vancouver,WA,98662,United States,Fall 2021,ZCTA5 98662,37064,86171,37.6,6146,25254,2700,29745,775,27757,30054,1018,37006,12,36811,3745,391900,1640,8609,5023,,396155.0,30642,6717,98662
Vancouver,WA,98682,United States,Fall 2020,ZCTA5 98682,66821,88697,35.5,10812,43678,4767,50215,1634,47225,51752,1902,66812,39,66579,7176,398400,1680,16349,7016,,734420.0,52845,9281,98682
Vancouver,WA,98685,United States,Fall 2019,ZCTA5 98685,30534,121063,44.9,2794,21759,2506,25478,614,24707,24685,497,30478,0,30387,1167,513000,1625,9645,2204,,289505.0,25093,3623,98685
Ventura,CA,93001,United States,Fall 2019,ZCTA5 93001,31751,80363,40.9,3700,23243,2572,23513,161,15862,26366,835,31714,0,31581,3961,735000,1758,5808,6947,,372420.0,26765,5500,93001
Ventura,CA,93001,United States,Fall 2020,ZCTA5 93001,31751,80363,40.9,3700,23243,2572,23513,161,15862,26366,835,31714,0,31581,3961,735000,1758,5808,6947,,372420.0,26765,5500,93001
Ventura,CA,93001,United States,Fall 2021,ZCTA5 93001,31751,80363,40.9,3700,23243,2572,23513,161,15862,26366,835,31714,0,31581,3961,735000,1758,5808,6947,,372420.0,26765,5500,93001
Ventura,CA,93003,United States,Fall 2019,ZCTA5 93003,53283,96895,41.3,5508,38100,3576,40401,852,30596,43559,1426,52163,0,52075,4916,704200,2003,11854,8233,,530300.0,44505,8868,93003
Ventura,CA,93003,United States,Fall 2020,ZCTA5 93003,53283,96895,41.3,5508,38100,3576,40401,852,30596,43559,1426,52163,0,52075,4916,704200,2003,11854,8233,,530300.0,44505,8868,93003
Victorville,CA,92395,United States,Fall 2019,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2019,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2019,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2019,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2020,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2020,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2020,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2021,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2021,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2021,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2021,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2022,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2022,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2022,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2022,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2023,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2022,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2023,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2023,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92395,United States,Fall 2023,ZCTA5 92395,48479,53147,33.0,6976,29268,2384,26088,5813,14567,35641,2231,48236,112,47542,9776,291200,1375,8404,6939,,559015.0,36342,7074,92395
Victorville,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Victorville,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Victorville,CA,92394,United States,Spring 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
Victorville,CA,92394,United States,Fall 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
Victorville,CA,92394,United States,Fall 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
Victorville,CA,92394,United States,Fall 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
Victorville,CA,92394,United States,Fall 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
