Mailing City,Mailing State/Province,Mailing Zip/Postal Code,Mailing Country,Start Term and Year,Name,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Non_English_Speakers,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
Aberdeen,WA,98520,United States,Spring 2022,ZCTA5 98520,24989,56600,39.3,4825,17322,1776,19200,752,17598,20111,565,22414,0,22214,3907,226700,934,5387,3143,,188465.0,20468,4432,98520
Abilene,TX,79606,United States,Fall 2020,ZCTA5 79606,27797,73381,33.2,3420,17689,2598,21630,1862,19420,21768,235,25852,31,27461,2161,238700,1114,6305,5384,,252005.0,22108,3764,79606
Acton,CA,93510,United States,Fall 2023,ZCTA5 93510,7397,123438,46.3,1402,5281,376,5379,136,4647,6109,61,7290,0,7237,834,664000,1714,2186,232,,138160.0,6225,1191,93510
Acton,CA,93510,United States,Fall 2023,ZCTA5 93510,7397,123438,46.3,1402,5281,376,5379,136,4647,6109,61,7290,0,7237,834,664000,1714,2186,232,,138160.0,6225,1191,93510
Ada,MI,49301,United States,Fall 2019,ZCTA5 49301,20092,168135,41.8,864,13598,932,17803,149,17259,15273,134,20078,0,20053,377,492100,1873,6637,309,,182500.0,15815,1820,49301
Adelanto,CA,92301,United States,Fall 2019,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2019,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Spring 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2020,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2021,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2021,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2021,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2021,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2022,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92301,United States,Fall 2023,ZCTA5 92301,38565,61709,28.8,6203,21506,1959,13380,5805,3470,27202,1678,36276,44,36054,6560,276100,1309,5738,3521,,531890.0,27883,7174,92301
Adelanto,CA,92394,United States,Summer 2019,ZCTA5 92394,39939,73028,30.7,5938,23547,1876,14858,8269,5695,29212,1328,36197,0,35476,6306,308600,1441,6157,3500,,476825.0,29755,7650,92394
Advance,NC,27006,United States,Fall 2023,ZCTA5 27006,15825,90711,48.9,2219,11503,917,14446,405,14296,13241,253,15695,20,15720,736,286700,878,5601,740,,195585.0,13398,1944,27006
Agoura Hills,CA,91301,United States,Fall 2023,ZCTA5 91301,25244,157582,44.4,1695,17501,1058,18814,398,17499,20337,689,25131,0,25098,1186,994500,3125,7088,1758,,238905.0,20613,3359,91301
Aguanga,CA,92536,United States,Fall 2021,ZCTA5 92536,2569,62703,49.6,533,2010,236,1774,23,1741,2182,97,2569,0,2569,376,410800,1746,900,140,,37060.0,2182,445,92536
Ahwahnee,CA,93601,United States,Fall 2022,ZCTA5 93601,1206,80625,59.1,241,1006,57,1000,0,952,1133,35,1196,0,1196,82,354000,927,453,117,,10060.0,1135,106,93601
Aiea,HI,96701,United States,Fall 2019,ZCTA5 96701,41560,108261,43.7,6546,31121,3556,4696,844,4121,35261,1073,39923,0,40950,2099,857500,1892,10286,4335,,484430.0,35471,6204,96701
Aiea,HI,96701,United States,Fall 2023,ZCTA5 96701,41560,108261,43.7,6546,31121,3556,4696,844,4121,35261,1073,39923,0,40950,2099,857500,1892,10286,4335,,484430.0,35471,6204,96701
Aiea,HI,96701,United States,Fall 2023,ZCTA5 96701,41560,108261,43.7,6546,31121,3556,4696,844,4121,35261,1073,39923,0,40950,2099,857500,1892,10286,4335,,484430.0,35471,6204,96701
Aiea,HI,96701,United States,Fall 2023,ZCTA5 96701,41560,108261,43.7,6546,31121,3556,4696,844,4121,35261,1073,39923,0,40950,2099,857500,1892,10286,4335,,484430.0,35471,6204,96701
Akron,OH,44313,United States,Fall 2022,ZCTA5 44313,27797,71682,38.1,3704,20526,1698,18540,6428,18401,23104,395,27611,0,27511,2666,204300,986,7680,5405,,298415.0,23288,4259,44313
Alamo,CA,94507,United States,Summer 2022,ZCTA5 94507,14503,250001,50.8,503,10409,655,11291,152,10960,11917,170,14489,73,14440,521,2000001,3501,4602,405,,136400.0,12229,1416,94507
Alamo,CA,94507,United States,Fall 2023,ZCTA5 94507,14503,250001,50.8,503,10409,655,11291,152,10960,11917,170,14489,73,14440,521,2000001,3501,4602,405,,136400.0,12229,1416,94507
Albuquerque,NM,87105,United States,Fall 2021,ZCTA5 87105,55295,46124,38.8,10630,36869,2810,25340,448,7653,43572,1385,55046,134,54903,11376,174900,905,13736,5175,,536710.0,44448,8891,87105
Albuquerque,NM,87109,United States,Spring 2021,ZCTA5 87109,40313,53182,42.1,3933,28884,2534,25766,1686,18476,33553,1727,39924,22,39944,6829,280900,1053,9652,9607,,327270.0,33952,6780,87109
Albuquerque,NM,87120,United States,Fall 2019,ZCTA5 87120,65918,80704,39.4,8677,47138,4547,37605,2392,21473,53924,1348,65318,68,65180,7630,248800,1266,20735,5523,,704700.0,54495,10585,87120
Algonquin,IL,60102,United States,Fall 2020,ZCTA5 60102,32227,127140,41.8,3959,22713,2758,27030,627,25166,26533,958,32227,116,32147,1348,302800,1823,10199,1634,,496900.0,26997,4532,60102
Algonquin,IL,60102,United States,Fall 2023,ZCTA5 60102,32227,127140,41.8,3959,22713,2758,27030,627,25166,26533,958,32227,116,32147,1348,302800,1823,10199,1634,,496900.0,26997,4532,60102
Alhambra,CA,91803,United States,Fall 2019,ZCTA5 91803,29006,76694,41.2,3896,21085,1596,5155,577,2255,24190,720,28939,15,28879,4509,772000,1735,4933,5167,,364125.0,24476,5001,91803
Alhambra,CA,91803,United States,Spring 2020,ZCTA5 91803,29006,76694,41.2,3896,21085,1596,5155,577,2255,24190,720,28939,15,28879,4509,772000,1735,4933,5167,,364125.0,24476,5001,91803
Alhambra,CA,91803,United States,Fall 2021,ZCTA5 91803,29006,76694,41.2,3896,21085,1596,5155,577,2255,24190,720,28939,15,28879,4509,772000,1735,4933,5167,,364125.0,24476,5001,91803
Alhambra,CA,91803,United States,Fall 2022,ZCTA5 91803,29006,76694,41.2,3896,21085,1596,5155,577,2255,24190,720,28939,15,28879,4509,772000,1735,4933,5167,,364125.0,24476,5001,91803
Alhambra,CA,91803,United States,Fall 2022,ZCTA5 91803,29006,76694,41.2,3896,21085,1596,5155,577,2255,24190,720,28939,15,28879,4509,772000,1735,4933,5167,,364125.0,24476,5001,91803
Alhambra,CA,91103,United States,Fall 2023,ZCTA5 91103,27167,78513,40.0,3718,19116,994,8292,4277,5591,22152,781,26414,22,26302,5100,900400,1770,3981,4795,,297305.0,22568,5057,91103
Alhambra,CA,91801,United States,Fall 2022,ZCTA5 91801,53320,81580,41.0,8107,40955,3022,8975,1448,5111,45476,1685,52794,33,52804,5715,761100,1810,7391,12594,,719615.0,45936,8533,91801
Aliso Viejo,CA,92656,United States,Fall 2019,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2019,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2019,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2019,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2019,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2020,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2021,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Spring 2022,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2022,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2022,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2023,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Aliso Viejo,CA,92656,United States,Fall 2023,ZCTA5 92656,53143,130854,38.2,3759,36071,3259,33484,1403,29427,41737,1177,53063,0,52539,2583,804000,2615,11506,8547,,593170.0,42302,7237,92656
Allentown,PA,18104,United States,Fall 2022,ZCTA5 18104,46259,83861,39.4,7823,31569,2818,33822,3140,31152,38110,1214,45175,29,42315,3284,280800,1507,12515,5029,,405260.0,38554,6400,18104
Alliance,OH,44601,United States,Fall 2021,ZCTA5 44601,32716,59177,41.3,9840,22724,1687,29167,2076,29073,27269,580,32254,67,31020,5901,137200,779,8020,5041,,314845.0,27468,5356,44601
Alpine,CA,91901,United States,Fall 2020,ZCTA5 91901,18669,110013,42.0,2597,13020,1154,14889,296,13711,15106,594,18628,14,18508,1622,740000,1963,4666,1759,,232185.0,15378,2383,91901
Alpine,CA,91901,United States,Fall 2022,ZCTA5 91901,18669,110013,42.0,2597,13020,1154,14889,296,13711,15106,594,18628,14,18508,1622,740000,1963,4666,1759,,232185.0,15378,2383,91901
Alpine,CA,91901,United States,Fall 2022,ZCTA5 91901,18669,110013,42.0,2597,13020,1154,14889,296,13711,15106,594,18628,14,18508,1622,740000,1963,4666,1759,,232185.0,15378,2383,91901
Alpine,CA,91901,United States,Fall 2023,ZCTA5 91901,18669,110013,42.0,2597,13020,1154,14889,296,13711,15106,594,18628,14,18508,1622,740000,1963,4666,1759,,232185.0,15378,2383,91901
Alpine,CA,91901,United States,Fall 2023,ZCTA5 91901,18669,110013,42.0,2597,13020,1154,14889,296,13711,15106,594,18628,14,18508,1622,740000,1963,4666,1759,,232185.0,15378,2383,91901
Alta Loma,CA,91701,United States,Fall 2019,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2019,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2019,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2019,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2019,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2020,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta loma,CA,91701,United States,Fall 2020,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta loma,CA,91701,United States,Fall 2020,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2021,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2021,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2021,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta loma,CA,91701,United States,Fall 2022,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91701,United States,Fall 2023,ZCTA5 91701,39323,111745,42.2,5223,27715,3549,21395,2280,16120,32380,1093,39240,22,39174,1877,664100,2118,10278,2820,,558165.0,33035,5556,91701
Alta Loma,CA,91737,United States,Fall 2019,ZCTA5 91737,23108,112857,43.5,3084,16315,1535,12868,1351,10342,18759,902,23107,0,23057,1932,775700,2308,5598,2304,,321125.0,19038,2763,91737
Alta Loma,CA,91737,United States,Fall 2019,ZCTA5 91737,23108,112857,43.5,3084,16315,1535,12868,1351,10342,18759,902,23107,0,23057,1932,775700,2308,5598,2304,,321125.0,19038,2763,91737
Alta Loma,CA,91737,United States,Fall 2021,ZCTA5 91737,23108,112857,43.5,3084,16315,1535,12868,1351,10342,18759,902,23107,0,23057,1932,775700,2308,5598,2304,,321125.0,19038,2763,91737
Alta Loma,CA,91737,United States,Fall 2022,ZCTA5 91737,23108,112857,43.5,3084,16315,1535,12868,1351,10342,18759,902,23107,0,23057,1932,775700,2308,5598,2304,,321125.0,19038,2763,91737
Alta Loma,CA,91737,United States,Fall 2022,ZCTA5 91737,23108,112857,43.5,3084,16315,1535,12868,1351,10342,18759,902,23107,0,23057,1932,775700,2308,5598,2304,,321125.0,19038,2763,91737
Altadena,CA,91001,United States,Fall 2019,ZCTA5 91001,36420,129030,44.5,3308,26867,2412,16004,7767,13554,29877,1459,36326,8,36133,2576,1002600,2160,9822,2586,,393785.0,30151,5232,91001
Altadena,CA,91001,United States,Fall 2019,ZCTA5 91001,36420,129030,44.5,3308,26867,2412,16004,7767,13554,29877,1459,36326,8,36133,2576,1002600,2160,9822,2586,,393785.0,30151,5232,91001
Altadena,CA,91001,United States,Fall 2020,ZCTA5 91001,36420,129030,44.5,3308,26867,2412,16004,7767,13554,29877,1459,36326,8,36133,2576,1002600,2160,9822,2586,,393785.0,30151,5232,91001
American Canyon,CA,94591,United States,Fall 2023,ZCTA5 94591,59026,104567,41.1,7892,42312,4387,16498,9199,14067,48749,2487,58632,61,58703,5307,574000,2096,13425,6317,,912935.0,49404,9526,94591
American Canyon,CA,94503,United States,Fall 2019,ZCTA5 94503,21791,122500,36.4,2296,13858,1402,7147,1328,4679,17096,571,21781,43,21655,1644,641200,2296,4567,1223,,321265.0,17388,3081,94503
American Canyon,CA,94503,United States,Fall 2020,ZCTA5 94503,21791,122500,36.4,2296,13858,1402,7147,1328,4679,17096,571,21781,43,21655,1644,641200,2296,4567,1223,,321265.0,17388,3081,94503
American Canyon,CA,94503,United States,Fall 2021,ZCTA5 94503,21791,122500,36.4,2296,13858,1402,7147,1328,4679,17096,571,21781,43,21655,1644,641200,2296,4567,1223,,321265.0,17388,3081,94503
American Canyon,CA,94503,United States,Fall 2022,ZCTA5 94503,21791,122500,36.4,2296,13858,1402,7147,1328,4679,17096,571,21781,43,21655,1644,641200,2296,4567,1223,,321265.0,17388,3081,94503
Anaheim,CA,90804,United States,Fall 2023,ZCTA5 90804,37299,64160,34.0,4483,26573,1615,18766,5119,9074,31233,1056,36834,50,36250,7130,630300,1710,3154,11813,,538995.0,31586,8426,90804
Anaheim,CA,92804,United States,Fall 2020,ZCTA5 92804,84700,75847,36.2,13428,57020,4031,37166,2938,17058,68247,2981,83763,28,82996,12598,661400,1888,10380,14206,,1090355.0,69584,14066,92804
Anaheim,CA,92804,United States,Fall 2021,ZCTA5 92804,84700,75847,36.2,13428,57020,4031,37166,2938,17058,68247,2981,83763,28,82996,12598,661400,1888,10380,14206,,1090355.0,69584,14066,92804
Anaheim,CA,92801,United States,Fall 2019,ZCTA5 92801,64022,76264,34.8,9331,41897,2152,26878,2783,11288,50840,1909,63629,89,63362,9568,598700,1881,6867,11913,,866615.0,51544,10254,92801
Anaheim,CA,92801,United States,Fall 2020,ZCTA5 92801,64022,76264,34.8,9331,41897,2152,26878,2783,11288,50840,1909,63629,89,63362,9568,598700,1881,6867,11913,,866615.0,51544,10254,92801
Anaheim,CA,92801,United States,Fall 2020,ZCTA5 92801,64022,76264,34.8,9331,41897,2152,26878,2783,11288,50840,1909,63629,89,63362,9568,598700,1881,6867,11913,,866615.0,51544,10254,92801
Anaheim,CA,92801,United States,Fall 2021,ZCTA5 92801,64022,76264,34.8,9331,41897,2152,26878,2783,11288,50840,1909,63629,89,63362,9568,598700,1881,6867,11913,,866615.0,51544,10254,92801
Anaheim,CA,92802,United States,Fall 2022,ZCTA5 92802,44316,81538,33.1,6534,28382,2094,21268,1134,6097,34459,1241,44029,16,43872,6052,664600,1905,4592,7557,,555920.0,34985,7448,92802
Anaheim,CA,92805,United States,Summer 2019,ZCTA5 92805,73310,81576,32.8,9694,46956,2967,33999,1050,9964,57953,1952,73077,63,72303,10893,640600,1900,8443,12474,,923165.0,59096,14126,92805
Anaheim,CA,92805,United States,Fall 2019,ZCTA5 92805,73310,81576,32.8,9694,46956,2967,33999,1050,9964,57953,1952,73077,63,72303,10893,640600,1900,8443,12474,,923165.0,59096,14126,92805
Anaheim,CA,92805,United States,Fall 2020,ZCTA5 92805,73310,81576,32.8,9694,46956,2967,33999,1050,9964,57953,1952,73077,63,72303,10893,640600,1900,8443,12474,,923165.0,59096,14126,92805
Anaheim,CA,92805,United States,Fall 2022,ZCTA5 92805,73310,81576,32.8,9694,46956,2967,33999,1050,9964,57953,1952,73077,63,72303,10893,640600,1900,8443,12474,,923165.0,59096,14126,92805
Anaheim,CA,92805,United States,Fall 2023,ZCTA5 92805,73310,81576,32.8,9694,46956,2967,33999,1050,9964,57953,1952,73077,63,72303,10893,640600,1900,8443,12474,,923165.0,59096,14126,92805
Anaheim,CA,92806,United States,Fall 2019,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2020,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2021,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2021,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2021,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2021,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92806,United States,Fall 2022,ZCTA5 92806,40945,90512,34.4,5393,27279,1994,18830,833,9524,32599,1148,40937,35,40757,3934,749500,2112,5374,7176,,539065.0,32946,7128,92806
Anaheim,CA,92870,United States,Fall 2023,ZCTA5 92870,53150,106298,38.2,6594,35988,2937,28909,1426,21553,42133,1380,52862,34,52796,4546,835300,2170,10840,6142,,679775.0,43087,7842,92870
Anaheim,CA,92867,United States,Fall 2023,ZCTA5 92867,44216,116618,36.4,4445,28278,1922,26077,438,19289,35969,1354,44194,34,42087,3971,899100,2081,8846,4357,,490860.0,36497,7564,92867
Anaheim,CA,90703,United States,Fall 2023,ZCTA5 90703,49334,124240,46.6,4579,36499,3043,7765,4193,6137,41209,1289,49211,11,49228,2545,860900,2735,11880,3970,,625690.0,41801,6513,90703
Anaheim,CA,92807,United States,Fall 2020,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2020,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2020,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2021,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2021,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2022,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2022,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
Anaheim,CA,92807,United States,Fall 2022,ZCTA5 92807,36117,133894,42.6,4074,25831,2728,23390,495,19327,29745,872,36061,26,36022,2267,874400,2851,10057,2332,,466245.0,30279,4594,92807
